Cod_Instrument,Nume_Instrument,Categorie,Subcategorie,Furnizor,Tara_Origine,Material,Pret_Unitar_EUR,Cantitate,Valoare_Totala_EUR,Data_Achizitie,Garantie_Luni,Data_Expirare_Garantie,Conditie,Stoc_Minim,Rating_Calitate,Autoclavabil,Utilizari_Maxime,Note
PAR-0015,Chiureta Gracey 13/14 SG,Parodontologie,Sterilizare,Satelec,Franta,Otel inoxidabil german,88.91,7,622.37,2023-10-16,6,2024-04-13,Nou,1,4.9,Da,Nelimitat,Inlocuieste modelul anterior
STE-0062,Container deseuri taioase 1L (10 buc),Sterilizare,Profilaxie,Acteon Group,Franta,Plastic autoclavabil,47.2,8,377.6,2021-09-27,36,2024-09-11,Nou,5,3.6,Da,Nelimitat,Livrare urgenta
END-0039,Termoplastor Obtura III Max,Endodontie,Sterilizare,NSK Europe,Japonia,Aliaj titan-nichel,1794.17,17,30500.89,2021-10-13,6,2022-04-11,Nou,5,4.1,Da,50,Lot special
PED-0003,Oglinda pediatrica nr.2,Pedodontie,Profilaxie,Kerr Dental,SUA,Otel inoxidabil,50.6,12,607.2,2021-06-09,60,2026-05-14,Nou,2,4.7,Da,Nelimitat,
CHI-0018,Elevator Cryer stanga,Chirurgie Orala,Auxiliar,GC Europe,Belgia,Otel inoxidabil german,140.69,1,140.69,2025-05-28,6,2025-11-24,Nou,4,4.5,Da,Nelimitat,
PED-0044,Oglinda pediatrica cu iluminare LED,Pedodontie,Profilaxie,Kerr Dental,SUA,Otel inoxidabil,48.52,12,582.24,2024-04-10,60,2029-03-15,Nou,4,4.1,Da,Nelimitat,Verificat la receptie
STE-0051,Gel lubrifiant instrumente (500ml),Sterilizare,Tratament,Acteon Group,Franta,Silicon medical,84.09,10,840.9,2022-12-14,60,2027-11-18,Nou,3,4.3,Da,1000,Sterilizabil autoclav
STE-0002,Autoclav clasa B Melag 22B,Sterilizare,Tratament,Acteon Group,Franta,Aluminiu anodizat,5061.04,10,50610.4,2020-04-27,6,2020-10-24,Nou,2,4.5,Da,50,Verificat la receptie
STE-0015,Baie ultrasunet Biosonic UC300,Sterilizare,Sterilizare,Densply Romania,Romania,Aluminiu anodizat,865.78,16,13852.48,2025-07-01,60,2030-06-05,Nou,3,4.7,Da,Nelimitat,Lot special
PRO-0036,Lupе binoculare protetic 2.5x,Prostetica,Diagnostic,Kerr Dental,SUA,Aluminiu anodizat,1093.98,19,20785.62,2020-02-03,60,2025-01-07,Demo,4,4.8,Da,500,Verificat la receptie
RAD-0016,Sortier radiologie panoramica,Radiologie,Profilaxie,KaVo Kerr,Germania,Aluminiu anodizat,1349.39,8,10795.12,2021-09-02,60,2026-08-07,Nou,4,5.0,Da,200,
STE-0047,Covor de lucru steril (100 buc),Sterilizare,Diagnostic,SciCan,Canada,Silicon medical,77.82,11,856.02,2024-06-16,12,2025-06-11,Nou,4,4.6,Da,500,Verificat la receptie
STE-0065,Manusi nitril marime M (100 buc),Sterilizare,Chirurgie,SciCan,Canada,Silicon medical,34.99,15,524.85,2022-01-05,12,2022-12-31,Nou,1,3.6,Nu,Nelimitat,Verificat la receptie
CHI-0010,Elevator Luxator PDL 3mm,Chirurgie Orala,Diagnostic,KaVo Kerr,Germania,Otel inoxidabil german,138.55,13,1801.15,2021-07-19,6,2022-01-15,Nou,4,4.7,Da,500,
GEN-0062,Tava instrument inox,General,Diagnostic,Henry Schein Dental,SUA,Otel inoxidabil,58.33,12,699.96,2022-01-04,24,2023-12-25,Nou,5,3.7,Da,1000,
PAR-0034,Chiureta Langer 1/2,Parodontologie,Diagnostic,Hu-Friedy Europe,Germania,Otel inoxidabil german,124.65,20,2493.0,2020-09-16,60,2025-08-21,Nou,1,4.0,Da,Nelimitat,Lot special
CHI-0081,Cleste Rongeur Luer,Chirurgie Orala,Tratament,Henry Schein Dental,SUA,Otel inoxidabil german,123.62,17,2101.54,2021-07-07,36,2024-06-21,Demo,2,4.5,Da,1,Recomandat de medic specialist
END-0021,Motor endodontic X-Smart Plus,Endodontie,Tratament,KaVo Kerr,Germania,Aliaj titan-nichel,3335.15,4,13340.6,2025-07-25,12,2026-07-20,Nou,1,3.9,Da,Nelimitat,Necesita calibrare anuala
END-0042,Cavit W temporar (kit),Endodontie,Tratament,KaVo Kerr,Germania,Silicon medical,99.45,9,895.05,2021-01-05,24,2022-12-26,Nou,1,3.7,Da,1000,Recomandat de medic specialist
STE-0011,Termodezinfector Miele G7783CD,Sterilizare,Profilaxie,W&H Dentalwerk,Austria,Aluminiu anodizat,9263.68,19,176009.92,2021-02-20,12,2022-02-15,Nou,2,4.0,Da,50,Recomandat de medic specialist
GEN-0017,Deschizator de gura Molt,General,Profilaxie,Hu-Friedy Europe,Germania,Otel inoxidabil german,75.99,9,683.91,2025-06-11,12,2026-06-06,Nou,5,4.4,Nu,50,
PRO-0019,Lingura amprenta inferioara M,Prostetica,Auxiliar,3M Oral Care,SUA,Aluminiu anodizat,33.8,6,202.8,2024-05-14,12,2025-05-09,Nou,3,4.6,Da,100,Necesita calibrare anuala
IMP-0033,Elevator periost Molt 9,Implantologie,Sterilizare,Straumann Group,Elvetia,Otel inoxidabil german,98.13,18,1766.34,2024-02-11,60,2029-01-15,Nou,1,4.6,Da,200,Livrare urgenta
PRO-0057,Pana interdentara lemn (100 buc),Prostetica,Sterilizare,3M Oral Care,SUA,Silicon medical,19.65,2,39.3,2022-11-23,24,2024-11-12,Nou,1,4.2,Nu,50,
GEN-0061,Tava instrument inox,General,Sterilizare,Hu-Friedy Europe,Germania,Otel inoxidabil,78.43,6,470.58,2022-02-23,12,2023-02-18,Nou,3,4.6,Da,1,Lot special
CHI-0031,Cleste extractie molar superior 53R,Chirurgie Orala,Tratament,GC Europe,Belgia,Otel inoxidabil german,233.96,15,3509.4,2020-11-17,36,2023-11-02,Nou,4,4.4,Da,200,
END-0002,Ace K-File 21mm nr.10 (6 buc),Endodontie,Diagnostic,KaVo Kerr,Germania,Aliaj titan-nichel,36.01,8,288.08,2024-09-15,36,2027-08-31,Reconditionat,2,4.6,Da,Nelimitat,
END-0047,Sistem irigatie NaviTip,Endodontie,Profilaxie,Acteon Group,Franta,Plastic autoclavabil,225.68,5,1128.4,2020-04-14,36,2023-03-30,Demo,3,4.9,Da,500,Sterilizabil autoclav
CHI-0080,Cleste Rongeur Luer,Chirurgie Orala,Tratament,Henry Schein Dental,SUA,Otel inoxidabil german,156.61,14,2192.54,2023-07-03,60,2028-06-06,Nou,5,3.7,Da,Nelimitat,Inlocuieste modelul anterior
STE-0044,Distilator apa Aqua 4 Melag,Sterilizare,Tratament,SciCan,Canada,Aluminiu anodizat,1222.58,17,20783.86,2024-11-17,36,2027-11-02,Nou,4,3.7,Da,100,
RAD-0010,Suport film radiologic adult (set 3),Radiologie,Auxiliar,Dentsply Sirona,Germania,Plastic autoclavabil,152.86,6,917.16,2021-10-09,6,2022-04-07,Nou,1,3.6,Nu,500,
STE-0010,Termodezinfector Miele G7783CD,Sterilizare,Profilaxie,Densply Romania,Romania,Aluminiu anodizat,13073.57,12,156882.84,2022-01-04,6,2022-07-03,Demo,4,4.5,Da,1,Sterilizabil autoclav
GEN-0074,Scaler manual Nevi 2,General,Chirurgie,Hu-Friedy Europe,Germania,Otel inoxidabil german,69.07,12,828.84,2025-08-03,36,2028-07-18,Nou,2,3.9,Nu,1000,
ORT-0010,Cleste indoire arc Tweed,Ortodontie,Sterilizare,3M Oral Care,SUA,Otel inoxidabil german,149.35,5,746.75,2022-09-27,60,2027-09-01,Nou,2,3.8,Nu,500,
IMP-0013,Implant titan 4.8x10mm,Implantologie,Profilaxie,NSK Europe,Japonia,Titan,244.07,9,2196.63,2023-05-18,24,2025-05-07,Nou,1,3.8,Da,200,Verificat la receptie
IMP-0050,Healing abutment 5mm,Implantologie,Diagnostic,NSK Europe,Japonia,Titan,84.23,6,505.38,2025-04-13,6,2025-10-10,Nou,1,3.5,Da,Nelimitat,
IMP-0025,Foret pilot 2.0mm,Implantologie,Profilaxie,Nobel Biocare,Elvetia,Carbura de tungsten,69.82,14,977.48,2025-03-07,12,2026-03-02,Nou,2,3.8,Nu,1,Inlocuieste modelul anterior
PAR-0036,Chiureta Langer 1/2,Parodontologie,Sterilizare,Satelec,Franta,Otel inoxidabil german,139.1,18,2503.8,2023-04-23,12,2024-04-17,Nou,3,4.9,Da,1,
STE-0024,Pungi sterilizare 150x300mm (200 buc),Sterilizare,Diagnostic,Acteon Group,Franta,Silicon medical,51.42,19,976.98,2024-07-04,12,2025-06-29,Nou,1,4.6,Da,100,Recomandat de medic specialist
ORT-0062,Ligatura metalica (1000 buc),Ortodontie,Sterilizare,Dentsply Sirona,Germania,Otel inoxidabil,20.62,3,61.86,2025-11-14,24,2027-11-04,Nou,5,4.3,Da,200,Lot special
IMP-0002,Trusa implant Nobel Biocare (set complet),Implantologie,Sterilizare,Zimmer Biomet,SUA,Titan,2863.43,14,40088.02,2022-01-04,6,2022-07-03,Reconditionat,5,3.7,Da,Nelimitat,
END-0005,Ace K-File 25mm nr.15 (6 buc),Endodontie,Diagnostic,KaVo Kerr,Germania,Aliaj titan-nichel,44.52,19,845.88,2021-03-22,12,2022-03-17,Nou,4,4.2,Da,Nelimitat,Sterilizabil autoclav
END-0026,Apex locator Root ZX II,Endodontie,Chirurgie,Acteon Group,Franta,Aliaj titan-nichel,1451.37,4,5805.48,2023-09-18,12,2024-09-12,Reconditionat,4,4.5,Da,100,Lot special
CHI-0027,Cleste extractie 151 inferior,Chirurgie Orala,Tratament,KaVo Kerr,Germania,Otel inoxidabil german,207.57,18,3736.26,2024-11-05,36,2027-10-21,Nou,2,4.2,Nu,200,
END-0009,Ace Hedstrom 25mm (6 buc),Endodontie,Chirurgie,NSK Europe,Japonia,Aliaj titan-nichel,54.86,3,164.58,2020-03-30,6,2020-09-26,Nou,4,4.7,Da,1,
PED-0042,Canula aspiratie pediatrica,Pedodontie,Chirurgie,Henry Schein Dental,SUA,Plastic autoclavabil,25.09,2,50.18,2021-07-27,60,2026-07-01,Demo,2,4.7,Da,50,Recomandat de medic specialist
GEN-0040,Scaler Jacquette 34/35,General,Tratament,Densply Romania,Romania,Otel inoxidabil german,108.11,20,2162.2,2023-10-04,6,2024-04-01,Nou,2,4.5,Da,1,
CHI-0026,Cleste extractie 150 superior,Chirurgie Orala,Tratament,GC Europe,Belgia,Otel inoxidabil german,154.35,14,2160.9,2024-03-04,24,2026-02-22,Nou,3,4.2,Da,Nelimitat,Recomandat de medic specialist
RAD-0023,Negatoscop LED dentar,Radiologie,Sterilizare,KaVo Kerr,Germania,Aluminiu anodizat,407.73,16,6523.68,2025-08-15,60,2030-07-20,Nou,4,4.6,Da,200,Inlocuieste modelul anterior
IMP-0043,Abutment titan standard,Implantologie,Profilaxie,Straumann Group,Elvetia,Titan,190.0,1,190.0,2022-05-24,36,2025-05-08,Nou,5,3.8,Da,1,Inlocuieste modelul anterior
GEN-0067,Dispozitiv detartraj ultrasonic EMS,General,Diagnostic,Hu-Friedy Europe,Germania,Aliaj titan-nichel,1853.63,20,37072.6,2025-04-08,24,2027-03-29,Nou,3,4.6,Da,100,Livrare urgenta
END-0053,Ace Gates Glidden nr.2 (6 buc),Endodontie,Profilaxie,Acteon Group,Franta,Carbon,60.33,3,180.99,2021-06-14,60,2026-05-19,Nou,4,4.1,Da,1,Livrare urgenta
CHI-0058,Foarfece chirurgical Dean,Chirurgie Orala,Sterilizare,Hu-Friedy Europe,Germania,Otel inoxidabil german,147.1,10,1471.0,2020-11-15,12,2021-11-10,Reconditionat,1,3.7,Nu,50,
CHI-0007,Lame bisturiu nr.15 (100 buc),Chirurgie Orala,Sterilizare,Hu-Friedy Europe,Germania,Otel inoxidabil,64.83,18,1166.94,2024-07-31,24,2026-07-21,Nou,1,4.4,Da,200,
GEN-0042,Scaler Jacquette 34/35,General,Tratament,Henry Schein Dental,SUA,Otel inoxidabil german,107.48,1,107.48,2021-03-12,36,2024-02-25,Nou,5,4.2,Da,200,Lot special
IMP-0010,Implant titan 4.1x12mm,Implantologie,Diagnostic,Straumann Group,Elvetia,Titan,215.92,5,1079.6,2024-04-05,12,2025-03-31,Nou,3,4.0,Da,200,
IMP-0017,Surubelnita implant manuala,Implantologie,Profilaxie,Nobel Biocare,Elvetia,Titan,159.03,18,2862.54,2022-01-06,60,2026-12-11,Nou,4,4.9,Da,Nelimitat,
CHI-0029,Cleste extractie molar superior 53R,Chirurgie Orala,Sterilizare,Hu-Friedy Europe,Germania,Otel inoxidabil german,144.47,9,1300.23,2025-05-05,6,2025-11-01,Nou,3,3.9,Da,100,Necesita calibrare anuala
STE-0049,Gel lubrifiant instrumente (500ml),Sterilizare,Profilaxie,Acteon Group,Franta,Silicon medical,86.81,12,1041.72,2021-06-25,60,2026-05-30,Nou,2,3.9,Da,200,Lot special
PAR-0019,Set chiurete Gracey complet (7 piese),Parodontologie,Tratament,Acteon Group,Franta,Otel inoxidabil german,532.5,20,10650.0,2023-04-05,24,2025-03-25,Reconditionat,2,5.0,Da,1000,Inlocuieste modelul anterior
PRO-0008,Lingura amprenta superioara S,Prostetica,Chirurgie,GC Europe,Belgia,Aluminiu anodizat,16.65,12,199.8,2020-05-30,12,2021-05-25,Nou,5,4.8,Da,1,Verificat la receptie
ORT-0025,Deschizator buze transparent,Ortodontie,Sterilizare,American Orthodontics,SUA,Plastic autoclavabil,31.21,6,187.26,2021-03-26,6,2021-09-22,Nou,3,4.7,Da,1,
END-0038,Termoplastor Obtura III Max,Endodontie,Profilaxie,Acteon Group,Franta,Aliaj titan-nichel,1740.14,11,19141.54,2023-01-08,36,2025-12-23,Nou,1,3.8,Nu,Nelimitat,
CHI-0067,Aspirator chirurgical Frazier,Chirurgie Orala,Tratament,GC Europe,Belgia,Otel inoxidabil,37.98,17,645.66,2020-06-17,24,2022-06-07,Nou,2,4.0,Da,1000,
PED-0020,Excavator pediatric mic,Pedodontie,Chirurgie,GC Europe,Belgia,Otel inoxidabil,84.9,16,1358.4,2025-11-22,36,2028-11-06,Nou,2,4.2,Da,1000,Lot special
GEN-0054,Sonda exploratoare nr.23,General,Chirurgie,GC Europe,Belgia,Otel inoxidabil,99.52,20,1990.4,2021-05-10,60,2026-04-14,Nou,3,4.3,Da,500,Inlocuieste modelul anterior
ORT-0053,Pin pusher instrucor,Ortodontie,Tratament,3M Oral Care,SUA,Otel inoxidabil,96.97,20,1939.4,2021-06-20,60,2026-05-25,Nou,2,3.8,Nu,1,Recomandat de medic specialist
RAD-0008,Suport film radiologic adult (set 3),Radiologie,Profilaxie,Henry Schein Dental,SUA,Plastic autoclavabil,127.64,9,1148.76,2020-08-05,12,2021-07-31,Nou,2,4.5,Da,50,Livrare urgenta
PED-0046,Oglinda pediatrica cu iluminare LED,Pedodontie,Diagnostic,Henry Schein Dental,SUA,Otel inoxidabil,64.12,11,705.32,2020-11-19,36,2023-11-04,Nou,1,4.3,Da,200,
GEN-0072,Varf ultrasonic universal,General,Chirurgie,Kerr Dental,SUA,Aliaj titan-nichel,55.88,11,614.68,2023-08-08,6,2024-02-04,Nou,3,4.1,Nu,Nelimitat,Livrare urgenta
STE-0038,Indicator chimic sterilizare clasa 5 (250 buc),Sterilizare,Auxiliar,Densply Romania,Romania,Silicon medical,65.1,9,585.9,2020-11-24,36,2023-11-09,Nou,4,4.9,Nu,Nelimitat,Necesita calibrare anuala
CHI-0002,Bisturiu maner nr.3,Chirurgie Orala,Tratament,Henry Schein Dental,SUA,Otel inoxidabil german,61.95,16,991.2,2025-05-26,12,2026-05-21,Nou,4,4.4,Da,50,Recomandat de medic specialist
PED-0006,Matrice sectoriala pediatrica (set),Pedodontie,Sterilizare,Hu-Friedy Europe,Germania,Otel inoxidabil,84.51,1,84.51,2020-11-28,6,2021-05-27,Reconditionat,5,3.9,Nu,500,
PED-0032,Spatula spatula sigilant,Pedodontie,Auxiliar,GC Europe,Belgia,Otel inoxidabil,56.06,10,560.6,2024-02-14,60,2029-01-18,Nou,2,4.2,Da,200,Livrare urgenta
STE-0041,Indicator biologic attest 3M (25 buc),Sterilizare,Sterilizare,W&H Dentalwerk,Austria,Silicon medical,116.2,5,581.0,2024-08-07,24,2026-07-28,Nou,2,3.9,Da,Nelimitat,Inlocuieste modelul anterior
END-0044,Cavit W temporar (kit),Endodontie,Chirurgie,Dentsply Sirona,Germania,Silicon medical,59.55,20,1191.0,2023-06-05,24,2025-05-25,Nou,4,4.8,Da,200,Livrare urgenta
PRO-0064,Brunissoir sferic nr.2,Prostetica,Diagnostic,3M Oral Care,SUA,Otel inoxidabil german,65.27,18,1174.86,2023-06-14,36,2026-05-29,Nou,4,4.9,Da,1,
PAR-0030,Sonda parodontala Williams,Parodontologie,Auxiliar,Mectron,Italia,Otel inoxidabil german,43.68,17,742.56,2024-03-15,60,2029-02-17,Nou,4,4.2,Da,100,Verificat la receptie
RAD-0033,Tablier protectie plumb adult,Radiologie,Diagnostic,Henry Schein Dental,SUA,Silicon medical,431.28,15,6469.2,2023-10-19,6,2024-04-16,Nou,1,3.7,Da,1,Lot special
STE-0030,Cassete Hu-Friedy IMS marime L,Sterilizare,Auxiliar,Densply Romania,Romania,Aluminiu anodizat,210.27,2,420.54,2022-04-07,12,2023-04-02,Nou,1,3.9,Da,1000,Verificat la receptie
PRO-0052,Matrice Tofflemire set complet,Prostetica,Profilaxie,3M Oral Care,SUA,Otel inoxidabil,142.15,9,1279.35,2023-10-04,24,2025-09-23,Nou,1,3.9,Nu,Nelimitat,Recomandat de medic specialist
CHI-0064,Needle holder Hegar 15cm,Chirurgie Orala,Tratament,Henry Schein Dental,SUA,Otel inoxidabil german,96.79,15,1451.85,2023-12-27,12,2024-12-21,Nou,3,4.8,Da,Nelimitat,
RAD-0006,Senzor RVG Size 2 Carestream,Radiologie,Auxiliar,KaVo Kerr,Germania,Aliaj titan-nichel,5612.94,6,33677.64,2020-06-03,60,2025-05-08,Nou,4,4.4,Da,100,
GEN-0003,Sonda parodontala CP-15,General,Diagnostic,Henry Schein Dental,SUA,Otel inoxidabil german,97.36,11,1070.96,2023-02-12,12,2024-02-07,Nou,3,3.7,Da,Nelimitat,Sterilizabil autoclav
END-0033,Spreader endodontic D11T,Endodontie,Chirurgie,KaVo Kerr,Germania,Otel inoxidabil german,116.73,9,1050.57,2023-08-02,6,2024-01-29,Nou,5,4.1,Nu,Nelimitat,Necesita calibrare anuala
PED-0005,Sonda pediatrica angulata,Pedodontie,Tratament,GC Europe,Belgia,Otel inoxidabil,46.39,10,463.9,2025-12-25,6,2026-06-23,Nou,2,4.4,Da,1000,Recomandat de medic specialist
RAD-0004,Senzor RVG Size 2 Carestream,Radiologie,Diagnostic,KaVo Kerr,Germania,Aliaj titan-nichel,4872.04,19,92568.76,2020-06-15,12,2021-06-10,Nou,5,4.1,Nu,1,
RAD-0043,Film radiologie Speed D (150 buc),Radiologie,Chirurgie,Dentsply Sirona,Germania,Silicon medical,157.71,5,788.55,2023-08-02,36,2026-07-17,Nou,2,4.0,Da,200,
CHI-0020,Elevator Cryer dreapta,Chirurgie Orala,Tratament,KaVo Kerr,Germania,Otel inoxidabil german,91.82,19,1744.58,2023-01-07,12,2024-01-02,Reconditionat,2,4.2,Da,Nelimitat,
GEN-0025,Pensa hemostaza Halsted,General,Diagnostic,Henry Schein Dental,SUA,Otel inoxidabil,105.23,11,1157.53,2022-09-04,24,2024-08-24,Nou,3,4.2,Nu,500,
GEN-0064,Dispozitiv detartraj ultrasonic EMS,General,Chirurgie,Hu-Friedy Europe,Germania,Aliaj titan-nichel,2515.39,13,32700.07,2025-07-07,6,2026-01-03,Nou,1,3.7,Da,50,Recomandat de medic specialist
PED-0034,Spatula spatula sigilant,Pedodontie,Profilaxie,Hu-Friedy Europe,Germania,Otel inoxidabil,27.78,18,500.04,2025-09-01,12,2026-08-27,Nou,2,3.7,Da,1000,Lot special
PRO-0041,Freza ceramica (set 10),Prostetica,Sterilizare,GC Europe,Belgia,Carbon,138.1,1,138.1,2025-08-02,12,2026-07-28,Nou,3,4.1,Da,1,Lot special
PAR-0001,Chiureta Gracey 1/2 SG,Parodontologie,Sterilizare,Hu-Friedy Europe,Germania,Otel inoxidabil german,121.17,7,848.19,2025-05-22,24,2027-05-12,Nou,1,4.5,Nu,50,
PAR-0039,Retractor tisular Molt 4,Parodontologie,Diagnostic,Mectron,Italia,Otel inoxidabil german,68.64,19,1304.16,2025-06-18,24,2027-06-08,Nou,2,3.7,Da,100,Recomandat de medic specialist
PRO-0012,Lingura amprenta superioara L,Prostetica,Sterilizare,Dentsply Sirona,Germania,Aluminiu anodizat,29.51,20,590.2,2023-03-22,36,2026-03-06,Nou,3,3.9,Da,50,Recomandat de medic specialist
GEN-0031,Chiureta universala Columbia,General,Profilaxie,GC Europe,Belgia,Otel inoxidabil german,102.82,2,205.64,2024-01-05,12,2024-12-30,Nou,1,4.0,Da,50,Lot special
GEN-0057,Kit examinare de baza (4 piese),General,Chirurgie,Kerr Dental,SUA,Otel inoxidabil german,211.18,13,2745.34,2023-10-09,6,2024-04-06,Nou,3,3.8,Da,100,
PRO-0016,Lingura amprenta inferioara M,Prostetica,Auxiliar,Dentsply Sirona,Germania,Aluminiu anodizat,39.96,7,279.72,2023-09-15,24,2025-09-04,Reconditionat,4,4.9,Da,200,
IMP-0016,Surubelnita implant manuala,Implantologie,Profilaxie,Nobel Biocare,Elvetia,Titan,205.57,11,2261.27,2023-04-08,36,2026-03-23,Reconditionat,2,4.0,Da,1,Verificat la receptie
CHI-0047,Retractor Langenbeck,Chirurgie Orala,Auxiliar,Hu-Friedy Europe,Germania,Otel inoxidabil german,75.27,10,752.7,2022-03-24,24,2024-03-13,Nou,2,5.0,Nu,100,
RAD-0005,Senzor RVG Size 2 Carestream,Radiologie,Tratament,Dentsply Sirona,Germania,Aliaj titan-nichel,3831.79,3,11495.37,2023-03-08,36,2026-02-20,Nou,4,4.5,Da,500,
RAD-0030,Tablier protectie plumb adult,Radiologie,Tratament,Dentsply Sirona,Germania,Silicon medical,347.86,12,4174.32,2022-01-25,12,2023-01-20,Nou,1,4.5,Da,200,Necesita calibrare anuala
END-0043,Cavit W temporar (kit),Endodontie,Auxiliar,KaVo Kerr,Germania,Silicon medical,89.05,9,801.45,2024-08-04,60,2029-07-09,Nou,1,4.2,Da,500,
CHI-0003,Bisturiu maner nr.4,Chirurgie Orala,Sterilizare,GC Europe,Belgia,Otel inoxidabil german,70.79,3,212.37,2022-07-30,36,2025-07-14,Nou,1,3.5,Nu,Nelimitat,Lot special
GEN-0015,Spatula de ciment,General,Profilaxie,Densply Romania,Romania,Otel inoxidabil,50.21,7,351.47,2023-06-30,36,2026-06-14,Demo,3,4.2,Da,50,Lot special
GEN-0012,Excavator dublu 17/18,General,Sterilizare,Hu-Friedy Europe,Germania,Otel inoxidabil,87.23,10,872.3,2025-09-10,60,2030-08-15,Nou,3,4.6,Da,500,Lot special
ORT-0008,Cleste taiere ligatura,Ortodontie,Sterilizare,3M Oral Care,SUA,Carbon,173.02,18,3114.36,2024-04-05,24,2026-03-26,Nou,4,4.8,Da,50,
PAR-0005,Chiureta Gracey 5/6 SG,Parodontologie,Diagnostic,Satelec,Franta,Otel inoxidabil german,134.92,16,2158.72,2024-09-23,12,2025-09-18,Nou,1,5.0,Nu,500,
PRO-0018,Lingura amprenta inferioara M,Prostetica,Chirurgie,Kerr Dental,SUA,Aluminiu anodizat,31.66,1,31.66,2022-05-03,60,2027-04-07,Nou,3,3.6,Da,100,
RAD-0003,Senzor radiologie digitala Planmeca,Radiologie,Tratament,Dentsply Sirona,Germania,Aliaj titan-nichel,8321.14,19,158101.66,2021-12-11,24,2023-12-01,Nou,3,3.7,Da,500,Sterilizabil autoclav
PED-0012,Cleste extractie 150S pediatric,Pedodontie,Auxiliar,Hu-Friedy Europe,Germania,Otel inoxidabil german,120.17,20,2403.4,2025-04-11,24,2027-04-01,Nou,1,4.1,Da,Nelimitat,Verificat la receptie
END-0022,Motor endodontic X-Smart Plus,Endodontie,Auxiliar,NSK Europe,Japonia,Aliaj titan-nichel,2871.91,9,25847.19,2022-05-08,12,2023-05-03,Nou,3,3.9,Da,1,
END-0001,Ace K-File 21mm nr.10 (6 buc),Endodontie,Auxiliar,Acteon Group,Franta,Aliaj titan-nichel,18.81,18,338.58,2023-11-19,6,2024-05-17,Reconditionat,1,4.6,Da,1,Sterilizabil autoclav
PRO-0065,Brunissoir sferic nr.2,Prostetica,Sterilizare,Kerr Dental,SUA,Otel inoxidabil german,91.21,2,182.42,2024-07-18,6,2025-01-14,Nou,5,4.2,Da,1000,Inlocuieste modelul anterior
ORT-0036,Bracket metalic MBT (set 20),Ortodontie,Profilaxie,Ormco,SUA,Otel inoxidabil,392.0,5,1960.0,2021-10-06,60,2026-09-10,Nou,1,3.9,Nu,500,Inlocuieste modelul anterior
ORT-0072,Cleste formator arc tip Burstone,Ortodontie,Sterilizare,3M Oral Care,SUA,Otel inoxidabil german,166.7,9,1500.3,2022-10-19,6,2023-04-17,Nou,2,4.2,Da,100,Sterilizabil autoclav
END-0016,Ace rotative ProTaper Gold (set 6),Endodontie,Profilaxie,Dentsply Sirona,Germania,Aliaj titan-nichel,172.93,12,2075.16,2021-08-05,60,2026-07-10,Reconditionat,4,4.3,Da,1,
CHI-0045,Retractor Langenbeck,Chirurgie Orala,Tratament,Henry Schein Dental,SUA,Otel inoxidabil german,126.66,9,1139.94,2024-04-11,6,2024-10-08,Nou,2,4.1,Da,50,Livrare urgenta
GEN-0065,Dispozitiv detartraj ultrasonic EMS,General,Profilaxie,Hu-Friedy Europe,Germania,Aliaj titan-nichel,2092.92,14,29300.88,2022-07-13,60,2027-06-17,Nou,4,3.9,Da,500,Recomandat de medic specialist
RAD-0037,Tablier protectie plumb pediatric,Radiologie,Tratament,Henry Schein Dental,SUA,Silicon medical,402.51,14,5635.14,2024-12-17,24,2026-12-07,Nou,4,4.6,Da,50,Sterilizabil autoclav
PAR-0051,Spatula osoasa Lucas,Parodontologie,Tratament,Satelec,Franta,Otel inoxidabil,85.93,19,1632.67,2021-10-22,36,2024-10-06,Nou,1,3.7,Da,1000,Recomandat de medic specialist
PED-0052,Set freze pediatrie (10 buc),Pedodontie,Auxiliar,Henry Schein Dental,SUA,Carbon,244.57,12,2934.84,2021-11-24,12,2022-11-19,Nou,4,3.8,Da,500,Lot special
STE-0066,Manusi nitril marime M (100 buc),Sterilizare,Chirurgie,Densply Romania,Romania,Silicon medical,31.84,9,286.56,2023-10-30,12,2024-10-24,Nou,1,4.6,Da,200,Recomandat de medic specialist
END-0015,Ace rotative ProTaper Gold (set 6),Endodontie,Chirurgie,Dentsply Sirona,Germania,Aliaj titan-nichel,180.51,8,1444.08,2024-05-09,24,2026-04-29,Reconditionat,2,3.8,Da,500,Recomandat de medic specialist
RAD-0038,Tablier protectie plumb pediatric,Radiologie,Diagnostic,Dentsply Sirona,Germania,Silicon medical,259.29,17,4407.93,2023-10-05,6,2024-04-02,Reconditionat,5,4.6,Nu,1000,
CHI-0079,Cleste Rongeur Luer,Chirurgie Orala,Auxiliar,Henry Schein Dental,SUA,Otel inoxidabil german,127.72,13,1660.36,2021-07-16,6,2022-01-12,Nou,5,4.9,Da,200,Recomandat de medic specialist
PRO-0063,Portamalgam Dentsply,Prostetica,Diagnostic,GC Europe,Belgia,Otel inoxidabil german,107.88,13,1402.44,2021-03-13,24,2023-03-03,Nou,4,4.6,Da,1,
ORT-0028,Arc NiTi rotund 0.014 (10 buc),Ortodontie,Sterilizare,Dentsply Sirona,Germania,Aliaj titan-nichel,57.06,15,855.9,2020-10-28,6,2021-04-26,Nou,2,3.6,Da,200,Verificat la receptie
